Id,Lista_Heroes
FF 395,RICHARDS  NATHANIEL :  WOLVERINE/LOGAN :  THING/BENJAMIN J. GR :  SHE-HULK/JENNIFER WA :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  O'NEIL  BRIDGET :  ANT-MAN II/SCOTT HAR :  INVISIBLE WOMAN/SUE :  THINKER :  RAPTOR II/PROFESSOR
FF 390,HUNTARA/MARY ELIZABE :  KARGUL :  THING/BENJAMIN J. GR :  DEVOS THE DEVESTATOR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  BLACK PANTHER/T'CHAL :  SUB-MARINER/NAMOR MA :  ANT-MAN II/SCOTT HAR :  PAIBOK  CAPT. [SKRUL :  SUAREZ  RAPHAEL :  INVISIBLE WOMAN/SUE :  PSI-LORD/FRANKLIN BE
FF 391,HUNTARA/MARY ELIZABE :  VIBRAXAS/N'KANO :  BLACK BOLT/BLACKANTO :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  BLACK PANTHER/T'CHAL :  SUB-MARINER/NAMOR MA :  GORGON [INHUMAN] :  ANT-MAN II/SCOTT HAR :  DEVLOR :  SUAREZ  RAPHAEL :  INVISIBLE WOMAN/SUE :  KARNAK [INHUMAN] :  MEDUSA/MEDUSALITH AM :  PSI-LORD/FRANKLIN BE
PPSM2 19,PARKER  MAY :  GRANT  GLORIA GLORY :  LEEDS  BETTY BRANT :  ROBERTSON  RANDY :  ROBERTSON  MARTHA :  URICH  BEN :  WATSON  KRISTY :  TINKER  SHEA :  JAMESON  J. JONAH :  JAMESON  MARLA MADIS :  SPIDER-MAN/PETER PARKER :  STACY  ARTHUR :  STACY  JILL :  ROBERTSON  JOE
CX 25/2,WOLVERINE/LOGAN
M/CP 61/3,SCARLET WITCH/WANDA
M/CP 61/4,DR. STRANGE/STEPHEN
BLDR 4,BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  UTGARD-LOKI :  KARNILLA [ASGARDIAN]
T 229,SIF :  THOR/DR. DONALD BLAK :  DWELLER IN DARKNESS :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
BIZADV 34/2,HOWARD THE DUCK
T 228,SIF :  FIRELORD/PYREUS KRIL :  EGO :  THOR/DR. DONALD BLAK :  KRISTA :  GALACTUS/GALAN :  DESTROYER III :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
BLDR 2,BALDER [ASGARDIAN] :  UTGARD-LOKI :  KARNILLA [ASGARDIAN]
T 227,SIF :  HILDEGARDE [ASGARDIA :  FIRELORD/PYREUS KRIL :  EGO :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  KRISTA :  GALACTUS/GALAN :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
BLDR 3,BALDER [ASGARDIAN] :  UTGARD-LOKI :  KARNILLA [ASGARDIAN]
T 226,FIRELORD/PYREUS KRIL :  EGO :  THOR/DR. DONALD BLAK :  GALACTUS/GALAN :  HERCULES [GREEK GOD]
T 225,SIF :  HILDEGARDE [ASGARDIA :  FIRELORD/PYREUS KRIL :  THOR/DR. DONALD BLAK :  KRISTA :  GALACTUS/GALAN :  DESTROYER III :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
BLDR 1,BALDER [ASGARDIAN] :  KARNILLA [ASGARDIAN]
T 224,THOR/DR. DONALD BLAK :  KRISTA :  DESTROYER III :  HERCULES [GREEK GOD]
T 223,SIF :  HILDEGARDE [ASGARDIA :  THOR/DR. DONALD BLAK :  PLUTO [OLYMPIAN] :  KRISTA :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 222,SIF :  HILDEGARDE [ASGARDIA :  ARES [GREEK GOD] :  THOR/DR. DONALD BLAK :  PLUTO [OLYMPIAN] :  KRISTA :  VIZIER :  ZEUS :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 221,SIF :  HILDEGARDE [ASGARDIA :  TANA NILE :  ARES [GREEK GOD] :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  PLUTO [OLYMPIAN] :  BALDER [ASGARDIAN] :  KRISTA :  VIZIER :  ZEUS :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 220,SIF :  HILDEGARDE [ASGARDIA :  TANA NILE :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  BALDER [ASGARDIAN] :  VIZIER :  ODIN [ASGARDIAN]
NHAWK 3,DAREDEVIL/MATT MURDO :  MEPHISTO :  NIGHTHAWK II/KYLE RI
NHAWK 2,DAREDEVIL/MATT MURDO :  MEPHISTO :  NIGHTHAWK II/KYLE RI
NHAWK 1,DAREDEVIL/MATT MURDO :  HILDEBRANT  DR. :  THOMAS  BECKY :  MEPHISTO :  NIGHTHAWK II/KYLE RI
T 219,SIF :  HILDEGARDE [ASGARDIA :  TANA NILE :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  BALDER [ASGARDIAN] :  KRISTA
T 218,SIF :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  TANA NILE :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  KRISTA :  VIZIER :  ODIN [ASGARDIAN]
T 217,SIF :  HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  TANA NILE :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  KRISTA :  ODIN [ASGARDIAN]
XU 25/2,WOLVERINE/LOGAN
T 216,SIF :  HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  TANA NILE :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  KARNILLA [ASGARDIAN] :  ODIN [ASGARDIAN] :  4-D MAN/MERCURIO
T 215,SIF :  HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  TANA NILE :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  HOGUN [ASGARDIAN] :  KARNILLA [ASGARDIAN] :  ODIN [ASGARDIAN] :  4-D MAN/MERCURIO
T 214,SIF :  HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  TANA NILE :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  HOGUN [ASGARDIAN] :  KARNILLA [ASGARDIAN] :  ODIN [ASGARDIAN] :  4-D MAN/MERCURIO
A 23/2,VISION :  ANT-MAN/DR. HENRY J.
CA'S WEIRD TALES 74,RED SKULL II/ALBERT
T 213,HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  TANA NILE :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  HOGUN [ASGARDIAN] :  ODIN [ASGARDIAN]
T 212,HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  TANA NILE :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  ODIN [ASGARDIAN]
T 211,FANDRAL [ASGARDIAN] :  VOLSTAGG :  ULIK :  TANA NILE :  THOR/DR. DONALD BLAK :  GRANT  SILAS :  HOGUN [ASGARDIAN] :  JARVIS  EDWIN
T 210,SIF :  HILDEGARDE [ASGARDIA :  ULIK :  THOR/DR. DONALD BLAK :  BALDER [ASGARDIAN] :  KARNILLA [ASGARDIAN]
M/CP 87/4,MOCKINGBIRD/DR. BARB :  WEREWOLF BY NIGHT/JA :  BROTHERS GRIMM II/BA :  SHROUD/MAXIMILLIAN Q
M/CP 87/3,IGOR :  MIKHLO :  BEAST/HENRY &HANK& P :  PEATOR :  COMMANDER COURAGE/ :  RED GHOST/IVAN KRAGO :  NYLES  JENNIFER :  CONSTRICTOR/FRANK PA
M/CP 87/2,CROSS/ :  FITCH/ :  FALLON  HOWARD :  MYSTIQUE/RAVEN DARKH :  SPIRAL :  FIRESTAR/ANGELICA JO :  FALLON  MEG
CAGE 1,CAGE  LUKE/CARL LUCA :  NORTH  DAKOTA :  HARDCORE/ :  MEDINA  ANALISA MARI :  HAMILTON  MICKY :  HOGARTH  JERYN :  ANGELOPOULOS  ANGEL
T 249,SIF :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  VIZIER :  MANGOG :  KARNILLA [ASGARDIAN]
T 248,HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  KINCAID  DR. JANE FO :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  KRISTA :  VIZIER :  MANGOG
CAGE 3,CAGE  LUKE/CARL LUCA :  POWER MAN III/STEELE :  NORTH  DAKOTA :  HARDCORE/ :  LUCAS  JAMES :  STRYKER  WILLIS :  KICKBACK/RICHARD :  MEDINA  ANALISA MARI :  ANDREWS  DARYL TROOP :  TOMBSTONE/LONNIE THO :  PUNISHER II/FRANK CA :  NITRO/ROBERT L. HUNT
T 247,FANDRAL [ASGARDIAN] :  VOLSTAGG :  FIRELORD/PYREUS KRIL :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  MANGOG
CAGE 2,CAGE  LUKE/CARL LUCA :  NORTH  DAKOTA :  HARDCORE/ :  KICKBACK/RICHARD :  MEDINA  ANALISA MARI :  ANDREWS  DARYL TROOP :  HAMILTON  MICKY :  TOMBSTONE/LONNIE THO :  NITRO/ROBERT L. HUNT
T 246,HILDEGARDE [ASGARDIA :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  FIRELORD/PYREUS KRIL :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  MANGOG
T 245,ZARRKO  ARTHUR :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  HOGUN [ASGARDIAN]
T 244,ZARRKO  ARTHUR :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  VIZIER :  ODIN [ASGARDIAN]
T 243,ZARRKO  ARTHUR :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  HOGUN [ASGARDIAN] :  VIZIER :  ODIN [ASGARDIAN]
CX 12/2,MAGNETO/MAGNUS/ERIC
T 242,ZARRKO  ARTHUR :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  HOGUN [ASGARDIAN] :  ODIN [ASGARDIAN]
T 241,HORUS [EGYPTIAN GOD] :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  OSIRIS :  SETH II :  ISIS :  ODIN [ASGARDIAN]
T 240,HORUS [EGYPTIAN GOD] :  FANDRAL [ASGARDIAN] :  VOLSTAGG :  KINCAID  DR. JANE FO :  HEIMDALL [ASGARDIAN] :  THOR/DR. DONALD BLAK :  OSIRIS :  HOGUN [ASGARDIAN] :  SETH II :  VIZIER :  ISIS :  ODIN [ASGARDIAN]
CAGE 5,CAGE  LUKE/CARL LUCA :  POWER MAN III/STEELE :  ANDERS  JOSHUA RICHI :  BERNSTEIN  DR. NOAH :  MEDINA  ANALISA MARI :  ANDREWS  DARYL TROOP :  GOLDIELOCKS/ :  HAMILTON  MICKY :  HOGARTH  JERYN :  LEGS II/ :  BLASTING CAP/ :  RAZOR/
CAGE 4,CAGE  LUKE/CARL LUCA :  POWER MAN III/STEELE :  NORTH  DAKOTA :  HARDCORE/ :  KICKBACK/RICHARD :  MEDINA  ANALISA MARI :  ANDREWS  DARYL TROOP :  HAMILTON  MICKY :  TOMBSTONE/LONNIE THO :  PUNISHER II/FRANK CA :  NITRO/ROBERT L. HUNT
CAGE 7,CAGE  LUKE/CARL LUCA :  POWER MAN III/STEELE :  WONDER MAN/SIMON WIL :  HARDCORE/ :  ANDERS  JOSHUA RICHI :  BERNSTEIN  DR. NOAH :  USAGENT/CAPTAIN JOHN :  IRON MAN/TONY STARK :  HAMILTON  MICKY
CAGE 6,CAGE  LUKE/CARL LUCA :  POWER MAN III/STEELE :  NORTH  DAKOTA :  WONDER MAN/SIMON WIL :  GRIFFITH  D.W. :  HARDCORE/ :  ANDERS  JOSHUA RICHI :  BERNSTEIN  DR. NOAH :  USAGENT/CAPTAIN JOHN :  MEDINA  ANALISA MARI :  ANDREWS  DARYL TROOP :  HAMILTON  MICKY :  HAWK
CAGE 9,CAGE  LUKE/CARL LUCA :  IRON FIST/DANIEL RAN :  HULK/DR. ROBERT BRUC :  ACHILLES II/HELMUT :  DELPHI :  RHINO :  MEDINA  ANALISA MARI :  ANDREWS  DARYL TROOP :  HOGARTH  JERYN :  ANIMATOR II/ :  CINDER/
CAGE 8,CAGE  LUKE/CARL LUCA :  POWER MAN III/STEELE :  NORTH  DAKOTA :  PACE  MICHAEL :  WONDER MAN/SIMON WIL :  HARDCORE/ :  LUCAS  JAMES JR. :  USAGENT/CAPTAIN JOHN :  IRON MAN/TONY STARK :  HAMILTON  MICKY
T 239,HORUS [EGYPTIAN GOD] :  ULIK :  FENSTER  RICHARD :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  OSIRIS :  ISIS :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 238,ULIK :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  VIZIER :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 237,ULIK :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  VIZIER :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 236,SIF :  ABSORBING MAN/CARL C :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  VIZIER :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 235,SIF :  KAMO THARNN :  ABSORBING MAN/CARL C :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  VIZIER :  HERCULES [GREEK GOD]
T 234,SIF :  FIRELORD/PYREUS KRIL :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  IRON MAN/TONY STARK :  LOKI [ASGARDIAN] :  JARVIS  EDWIN :  KRISTA :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 233,HULK/DR. ROBERT BRUC :  DR. STRANGE/STEPHEN :  CYCLOPS/SCOTT SUMMER :  BLACK PANTHER/T'CHAL :  VISION :  DAREDEVIL/MATT MURDO :  SILVER SURFER/NORRIN :  THOR/DR. DONALD BLAK :  IRON MAN/TONY STARK :  LOKI [ASGARDIAN] :  VIZIER :  QUICKSILVER/PIETRO M :  SPIDER-MAN/PETER PARKER :  HAWK :  ODIN [ASGARDIAN]
T 232,SIF :  HILDEGARDE [ASGARDIA :  FIRELORD/PYREUS KRIL :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  IRON MAN/TONY STARK :  LOKI [ASGARDIAN] :  JARVIS  EDWIN :  KRISTA :  VIZIER :  HERCULES [GREEK GOD]
T 231,SIF :  HILDEGARDE [ASGARDIA :  KINCAID  DR. JANE FO :  THOR/DR. DONALD BLAK :  KRISTA :  ODIN [ASGARDIAN] :  HERCULES [GREEK GOD]
T 230,SIF :  HILDEGARDE [ASGARDIA :  THOR/DR. DONALD BLAK :  IRON MAN/TONY STARK :  DWELLER IN DARKNESS :  JARVIS  EDWIN :  KRISTA :  VIZIER :  HERCULES [GREEK GOD]
MYSTERY TALES 21,NAGAN  DR. ARTHUR
FF 327,HYDROMAN/MORRIE BENC :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  RICHARDS  FRANKLIN B :  DRAGON MAN :  TITANIA II/MARY SKEE :  WIZARD/BENTLEY WITTM :  ARON [WATCHER] :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 328,HYDROMAN/MORRIE BENC :  THING/BENJAMIN J. GR :  SHE-HULK/JENNIFER WA :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  DRAGON MAN :  TITANIA II/MARY SKEE :  WIZARD/BENTLEY WITTM :  ARON [WATCHER] :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 329,HYDROMAN/MORRIE BENC :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  DRAGON MAN :  TITANIA II/MARY SKEE :  WIZARD/BENTLEY WITTM :  ARON [WATCHER] :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MOLE MAN/HARVEY RUPE :  MR. FANTASTIC/REED R
FF 323,THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  DRAGON MAN :  ARON [WATCHER] :  MS. MARVEL II/SHARON :  MANTIS/? BRANDT :  NECRODAMUS
FF 324,THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  SILVER SURFER/NORRIN :  MS. MARVEL II/SHARON :  MANTIS/? BRANDT :  N'ASTIRH :  NECRODAMUS
FF 325,THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  SILVER SURFER/NORRIN :  MS. MARVEL II/SHARON :  MANTIS/? BRANDT
FF 326,HYDROMAN/MORRIE BENC :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  RICHARDS  FRANKLIN B :  TITANIA II/MARY SKEE :  WIZARD/BENTLEY WITTM :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 320,HULK/DR. ROBERT BRUC :  KRISTOFF/KRISTOFF VE :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  DR. DOOM/VICTOR VON :  HULK ROBOT :  MS. MARVEL II/SHARON
X 94/2,ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  POLARIS/LORNA DANE :  ICEMAN/ROBERT BOBBY :  MARVEL GIRL/JEAN GRE :  HAVOK/ALEX SUMMERS :  PROFESSOR X/CHARLES
FF 321,THING/BENJAMIN J. GR :  SHE-HULK/JENNIFER WA :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  DRAGON MAN :  ARON [WATCHER] :  MS. MARVEL II/SHARON
FF 322,THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  DRAGON MAN :  ARON [WATCHER] :  MS. MARVEL II/SHARON :  GRAVITON/FRANK HALL
FF 338,RAVONNA LEXUS RENSLA :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  DR. DRUID/ANTHONY LU :  THOR/DR. DONALD BLAK :  IRON MAN/TONY STARK :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 339,RAVONNA LEXUS RENSLA :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  THOR/DR. DONALD BLAK :  IRON MAN/TONY STARK :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 334,CAPTAIN AMERICA :  SHOCKER/HERMAN SCHUL :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  RICHARDS  FRANKLIN B :  DR. DOOM/VICTOR VON :  THOR/DR. DONALD BLAK :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R :  CONSTRICTOR/FRANK PA :  BEETLE/ABNER RONALD
FF 335,RAMROD II :  MAD DOG/COLONEL BUZZ :  THUNDERBALL/DR. ELIO :  THING/BENJAMIN J. GR :  GYRICH  HENRY PETER :  HUMAN TORCH/JOHNNY S :  PLANTMAN/SAM SMITHER :  RICHARDS  FRANKLIN B :  MS. MARVEL II/SHARON :  QUILL :  INVISIBLE WOMAN/SUE :  BARON BRIMSTONE/ :  EEL II/EDWARD LAVELL :  MR. FANTASTIC/REED R :  VANISHER :  APOCALYPSE/EN SABAH :  FLYING TIGER
FF 336,STILT-MAN/WILBUR DAY :  HYDROMAN/MORRIE BENC :  SUPER-ADAPTOID/ALESS :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  RICHARDS  FRANKLIN B :  DR. DOOM/VICTOR VON :  ARMADILLO/ANTONIO RO :  ORKA :  WHIRLWIND/DAVID CANN :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  OWL/LELAND OWLSLEY :  MAN-APE/M'BAKU :  MR. FANTASTIC/REED R :  WATER WIZARD/PETE
FF 337,RAVONNA LEXUS RENSLA :  CAPTAIN AMERICA :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  GEE/ALEX POWER :  LYJA LAZERFIST [SKRU :  RICHARDS  FRANKLIN B :  POWER  MARGARET :  THOR/DR. DONALD BLAK :  IRON MAN/TONY STARK :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  POWER  DR. JIM :  MR. FANTASTIC/REED R
FF 330,KRISTOFF/KRISTOFF VE :  HYDROMAN/MORRIE BENC :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  DRAGON MAN :  TITANIA II/MARY SKEE :  WIZARD/BENTLEY WITTM :  ARON [WATCHER] :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 331,HYDROMAN/MORRIE BENC :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  TITANIA II/MARY SKEE :  WIZARD/BENTLEY WITTM :  ARON [WATCHER] :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 332,HYDROMAN/MORRIE BENC :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  DRAGON MAN :  TITANIA II/MARY SKEE :  WIZARD/BENTLEY WITTM :  ARON [WATCHER] :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
FF 333,DR. STRANGE/STEPHEN :  HYDROMAN/MORRIE BENC :  CAPTAIN AMERICA :  WONDER MAN/SIMON WIL :  THING/BENJAMIN J. GR :  WASP/JANET VAN DYNE :  SHE-HULK/JENNIFER WA :  HUMAN TORCH/JOHNNY S :  LYJA LAZERFIST [SKRU :  RICHARDS  FRANKLIN B :  TITANIA II/MARY SKEE :  THOR/DR. DONALD BLAK :  SCARLET WITCH/WANDA :  TIGRA/GREER NELSON :  WIZARD/BENTLEY WITTM :  ARON [WATCHER] :  ANT-MAN/DR. HENRY J. :  KLAW/ULYSSES KLAW :  MS. MARVEL II/SHARON :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R :  HERCULES [GREEK GOD]
FF3 8,THUG :  RINGTOSS :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  YAP :  JOYBOY :  RICHARDS  FRANKLIN B :  WAXWORK :  GATECRASHER :  CHINA DOLL :  INVISIBLE WOMAN/SUE :  FERRO2 :  MR. FANTASTIC/REED R :  GALACTUS/GALAN :  ROMA :  SCATTERBRAIN :  SATURNYNE  OPAL LUNA :  MOY  ALYSSA :  INFINITY II :  ETERNITY/ADAM QADMON :  BODYBAG
FF3 7,DR. STRANGE/STEPHEN :  THUG :  RINGTOSS :  CHUNG  LAO WEI :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  YAP :  JOYBOY :  RICHARDS  FRANKLIN B :  WAXWORK :  GATECRASHER :  UATU :  CHINA DOLL :  MARVEL GIRL/JEAN GRE :  NUMBERS :  INVISIBLE WOMAN/SUE :  FERRO2 :  SPIDER-MAN/PETER PARKER :  HARD BOILED HENWY :  MR. FANTASTIC/REED R :  ROMA :  SCATTERBRAIN :  MOY  ALYSSA :  BODYBAG
FF3 6,CAGE  LUKE/CARL LUCA :  IRON FIST/DANIEL RAN :  THUG :  RINGTOSS :  CERA  KAY :  THING/BENJAMIN J. GR :  WASP/JANET VAN DYNE :  SHE-HULK/JENNIFER WA :  HUMAN TORCH/JOHNNY S :  YAP :  JOYBOY :  SUB-MARINER/NAMOR MA :  RICHARDS  FRANKLIN B :  WAXWORK :  WING  COLLEEN :  KNIGHT  MISTY :  GATECRASHER :  CHINA DOLL :  NUMBERS :  INVISIBLE WOMAN/SUE :  FERRO2 :  HARD BOILED HENWY :  MR. FANTASTIC/REED R :  SCATTERBRAIN :  MOY  ALYSSA :  BODYBAG
FF3 5,SHINSKI  PROFESSOR W :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  RICHARDS  FRANKLIN B :  AGUIRRE  ISOBEL :  INVISIBLE WOMAN/SUE :  CLAY  GORDON :  MR. FANTASTIC/REED R :  MOY  ALYSSA
FF3 9,CALEDONIA/ALISANDE S :  CONAN  NEAL :  WETHERELL  MANOLI :  CAPTAIN AMERICA :  CERA  KAY :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  GULADKIN :  RICHARDS  FRANKLIN B :  INVISIBLE WOMAN/SUE :  SPIDER-MAN/PETER PARKER :  KRAVEN THE HUNTER II :  MR. FANTASTIC/REED R :  PUPPY :  MOY  ALYSSA
FF3 4,SHINSKI  PROFESSOR W :  GRAY  SGT. :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  MASTERS  ALICIA REIS :  RICHARDS  FRANKLIN B :  SILVER SURFER/NORRIN :  REISZ  RAY :  AGUIRRE  ISOBEL :  INVISIBLE WOMAN/SUE :  TERMINUS :  CLAY  GORDON :  MOLE MAN/HARVEY RUPE :  MR. FANTASTIC/REED R :  LUMPKIN  WILHEMINA B
FF3 3,SHINSKI  PROFESSOR W :  IGOR :  MIKHLO :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  PEATOR :  MASTERS  ALICIA REIS :  SILVER SURFER/NORRIN :  AGUIRRE  ISOBEL :  INVISIBLE WOMAN/SUE :  POLOMBO  CATHY :  CLAY  GORDON :  MOLE MAN/HARVEY RUPE :  MR. FANTASTIC/REED R :  RED GHOST/IVAN KRAGO :  CHAPMAN  DEVIN
FF3 2,THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  RICHARDS  FRANKLIN B :  INVISIBLE WOMAN/SUE :  ICONOCLAST :  SPIDER-MAN/PETER PARKER :  MR. FANTASTIC/REED R :  LUMPKIN  WILHEMINA B
FF3 1,B'ARR :  THING/BENJAMIN J. GR :  EXALT :  STARR  AARON :  HUMAN TORCH/JOHNNY S :  RICHARDS  FRANKLIN B :  DIAMONDE  YVETTE :  LEVESSEUR  LARENT :  INVISIBLE WOMAN/SUE :  DUBOIS  HERVE :  MOLE MAN/HARVEY RUPE :  MR. FANTASTIC/REED R :  STEM
